
==> Starting time is t1: 1515285788, Sat Jan  6 16:43:08 PST 2018 

2018-01-06T16:43:08.046-0800	connected to: localhost
2018-01-06T16:56:32.044-0800	[........................] jagdb.xaa700m_row	1.60GB/44.3GB (3.6%)
2018-01-06T16:56:35.044-0800	[........................] jagdb.xaa700m_row	1.60GB/44.3GB (3.6%)
2018-01-06T16:56:38.044-0800	[........................] jagdb.xaa700m_row	1.61GB/44.3GB (3.6%)
2018-01-06T16:56:41.044-0800	[........................] jagdb.xaa700m_row	1.61GB/44.3GB (3.6%)
2018-01-06T16:56:44.044-0800	[........................] jagdb.xaa700m_row	1.62GB/44.3GB (3.6%)
2018-01-06T16:56:47.044-0800	[........................] jagdb.xaa700m_row	1.62GB/44.3GB (3.7%)
2018-01-06T16:56:50.045-0800	[........................] jagdb.xaa700m_row	1.63GB/44.3GB (3.7%)
2018-01-06T16:56:53.044-0800	[........................] jagdb.xaa700m_row	1.64GB/44.3GB (3.7%)
2018-01-06T16:56:56.044-0800	[........................] jagdb.xaa700m_row	1.64GB/44.3GB (3.7%)
2018-01-06T16:56:59.044-0800	[........................] jagdb.xaa700m_row	1.65GB/44.3GB (3.7%)
2018-01-06T16:57:02.044-0800	[........................] jagdb.xaa700m_row	1.66GB/44.3GB (3.7%)
2018-01-06T16:57:05.044-0800	[........................] jagdb.xaa700m_row	1.66GB/44.3GB (3.7%)
2018-01-06T16:57:08.044-0800	[........................] jagdb.xaa700m_row	1.67GB/44.3GB (3.8%)
2018-01-06T16:57:11.044-0800	[........................] jagdb.xaa700m_row	1.67GB/44.3GB (3.8%)
2018-01-06T16:57:14.044-0800	[........................] jagdb.xaa700m_row	1.68GB/44.3GB (3.8%)
2018-01-06T16:57:17.044-0800	[........................] jagdb.xaa700m_row	1.69GB/44.3GB (3.8%)
2018-01-06T16:57:20.044-0800	[........................] jagdb.xaa700m_row	1.69GB/44.3GB (3.8%)
2018-01-06T16:57:23.044-0800	[........................] jagdb.xaa700m_row	1.70GB/44.3GB (3.8%)
2018-01-06T16:57:26.044-0800	[........................] jagdb.xaa700m_row	1.71GB/44.3GB (3.8%)
2018-01-06T16:57:29.044-0800	[........................] jagdb.xaa700m_row	1.71GB/44.3GB (3.9%)
2018-01-06T16:57:32.044-0800	[........................] jagdb.xaa700m_row	1.72GB/44.3GB (3.9%)
2018-01-06T16:57:35.044-0800	[........................] jagdb.xaa700m_row	1.72GB/44.3GB (3.9%)
2018-01-06T16:57:38.044-0800	[........................] jagdb.xaa700m_row	1.73GB/44.3GB (3.9%)
2018-01-06T16:57:41.044-0800	[........................] jagdb.xaa700m_row	1.73GB/44.3GB (3.9%)
2018-01-06T16:57:44.044-0800	[........................] jagdb.xaa700m_row	1.74GB/44.3GB (3.9%)
2018-01-06T16:57:47.044-0800	[........................] jagdb.xaa700m_row	1.74GB/44.3GB (3.9%)
2018-01-06T16:57:50.044-0800	[........................] jagdb.xaa700m_row	1.75GB/44.3GB (3.9%)
2018-01-06T16:57:53.044-0800	[........................] jagdb.xaa700m_row	1.76GB/44.3GB (4.0%)
2018-01-06T16:57:56.044-0800	[........................] jagdb.xaa700m_row	1.76GB/44.3GB (4.0%)
2018-01-06T16:57:59.044-0800	[........................] jagdb.xaa700m_row	1.77GB/44.3GB (4.0%)
2018-01-06T16:58:02.044-0800	[........................] jagdb.xaa700m_row	1.77GB/44.3GB (4.0%)
2018-01-06T16:58:05.044-0800	[........................] jagdb.xaa700m_row	1.78GB/44.3GB (4.0%)
2018-01-06T16:58:08.044-0800	[........................] jagdb.xaa700m_row	1.79GB/44.3GB (4.0%)
2018-01-06T16:58:11.044-0800	[........................] jagdb.xaa700m_row	1.79GB/44.3GB (4.0%)
2018-01-06T16:58:14.044-0800	[........................] jagdb.xaa700m_row	1.80GB/44.3GB (4.1%)
2018-01-06T16:58:17.044-0800	[........................] jagdb.xaa700m_row	1.80GB/44.3GB (4.1%)
2018-01-06T16:58:20.044-0800	[........................] jagdb.xaa700m_row	1.81GB/44.3GB (4.1%)
2018-01-06T16:58:23.044-0800	[........................] jagdb.xaa700m_row	1.82GB/44.3GB (4.1%)
2018-01-06T16:58:26.044-0800	[........................] jagdb.xaa700m_row	1.82GB/44.3GB (4.1%)
2018-01-06T16:58:29.044-0800	[........................] jagdb.xaa700m_row	1.83GB/44.3GB (4.1%)
2018-01-06T16:58:32.044-0800	[........................] jagdb.xaa700m_row	1.84GB/44.3GB (4.1%)
2018-01-06T16:58:35.044-0800	[........................] jagdb.xaa700m_row	1.84GB/44.3GB (4.2%)
2018-01-06T16:58:38.044-0800	[#.......................] jagdb.xaa700m_row	1.85GB/44.3GB (4.2%)
2018-01-06T16:58:41.044-0800	[#.......................] jagdb.xaa700m_row	1.86GB/44.3GB (4.2%)
2018-01-06T16:58:44.044-0800	[#.......................] jagdb.xaa700m_row	1.86GB/44.3GB (4.2%)
2018-01-06T16:58:47.044-0800	[#.......................] jagdb.xaa700m_row	1.86GB/44.3GB (4.2%)
2018-01-06T16:58:50.044-0800	[#.......................] jagdb.xaa700m_row	1.87GB/44.3GB (4.2%)
2018-01-06T16:58:53.044-0800	[#.......................] jagdb.xaa700m_row	1.87GB/44.3GB (4.2%)
2018-01-06T16:58:56.044-0800	[#.......................] jagdb.xaa700m_row	1.88GB/44.3GB (4.2%)
2018-01-06T16:58:59.044-0800	[#.......................] jagdb.xaa700m_row	1.89GB/44.3GB (4.3%)
2018-01-06T16:59:02.044-0800	[#.......................] jagdb.xaa700m_row	1.89GB/44.3GB (4.3%)
2018-01-06T16:59:05.044-0800	[#.......................] jagdb.xaa700m_row	1.90GB/44.3GB (4.3%)
2018-01-06T16:59:08.044-0800	[#.......................] jagdb.xaa700m_row	1.90GB/44.3GB (4.3%)
2018-01-06T16:59:11.044-0800	[#.......................] jagdb.xaa700m_row	1.91GB/44.3GB (4.3%)
2018-01-06T16:59:14.044-0800	[#.......................] jagdb.xaa700m_row	1.92GB/44.3GB (4.3%)
2018-01-06T16:59:17.044-0800	[#.......................] jagdb.xaa700m_row	1.92GB/44.3GB (4.3%)
2018-01-06T16:59:20.044-0800	[#.......................] jagdb.xaa700m_row	1.93GB/44.3GB (4.4%)
2018-01-06T16:59:23.044-0800	[#.......................] jagdb.xaa700m_row	1.93GB/44.3GB (4.4%)
2018-01-06T16:59:26.044-0800	[#.......................] jagdb.xaa700m_row	1.94GB/44.3GB (4.4%)
2018-01-06T16:59:29.044-0800	[#.......................] jagdb.xaa700m_row	1.95GB/44.3GB (4.4%)
2018-01-06T16:59:32.044-0800	[#.......................] jagdb.xaa700m_row	1.95GB/44.3GB (4.4%)
2018-01-06T16:59:35.044-0800	[#.......................] jagdb.xaa700m_row	1.96GB/44.3GB (4.4%)
2018-01-06T16:59:38.044-0800	[#.......................] jagdb.xaa700m_row	1.97GB/44.3GB (4.4%)
2018-01-06T16:59:41.044-0800	[#.......................] jagdb.xaa700m_row	1.97GB/44.3GB (4.4%)
2018-01-06T16:59:44.044-0800	[#.......................] jagdb.xaa700m_row	1.98GB/44.3GB (4.5%)
2018-01-06T16:59:47.044-0800	[#.......................] jagdb.xaa700m_row	1.98GB/44.3GB (4.5%)
2018-01-06T16:59:50.044-0800	[#.......................] jagdb.xaa700m_row	1.99GB/44.3GB (4.5%)
2018-01-06T16:59:53.044-0800	[#.......................] jagdb.xaa700m_row	1.99GB/44.3GB (4.5%)
2018-01-06T16:59:56.044-0800	[#.......................] jagdb.xaa700m_row	2.00GB/44.3GB (4.5%)
2018-01-06T16:59:59.044-0800	[#.......................] jagdb.xaa700m_row	2.00GB/44.3GB (4.5%)
2018-01-06T17:00:02.044-0800	[#.......................] jagdb.xaa700m_row	2.01GB/44.3GB (4.5%)
2018-01-06T17:00:05.044-0800	[#.......................] jagdb.xaa700m_row	2.02GB/44.3GB (4.5%)
2018-01-06T17:00:08.044-0800	[#.......................] jagdb.xaa700m_row	2.02GB/44.3GB (4.6%)
2018-01-06T17:00:11.044-0800	[#.......................] jagdb.xaa700m_row	2.03GB/44.3GB (4.6%)
2018-01-06T17:00:14.044-0800	[#.......................] jagdb.xaa700m_row	2.03GB/44.3GB (4.6%)
2018-01-06T17:00:17.044-0800	[#.......................] jagdb.xaa700m_row	2.04GB/44.3GB (4.6%)
2018-01-06T17:00:20.044-0800	[#.......................] jagdb.xaa700m_row	2.05GB/44.3GB (4.6%)
2018-01-06T17:00:23.044-0800	[#.......................] jagdb.xaa700m_row	2.05GB/44.3GB (4.6%)
2018-01-06T17:00:26.044-0800	[#.......................] jagdb.xaa700m_row	2.06GB/44.3GB (4.6%)
2018-01-06T17:00:29.044-0800	[#.......................] jagdb.xaa700m_row	2.07GB/44.3GB (4.7%)
2018-01-06T17:00:32.044-0800	[#.......................] jagdb.xaa700m_row	2.07GB/44.3GB (4.7%)
2018-01-06T17:00:35.044-0800	[#.......................] jagdb.xaa700m_row	2.08GB/44.3GB (4.7%)
2018-01-06T17:00:38.044-0800	[#.......................] jagdb.xaa700m_row	2.08GB/44.3GB (4.7%)
2018-01-06T17:00:41.044-0800	[#.......................] jagdb.xaa700m_row	2.09GB/44.3GB (4.7%)
2018-01-06T17:00:44.044-0800	[#.......................] jagdb.xaa700m_row	2.10GB/44.3GB (4.7%)
2018-01-06T17:00:47.044-0800	[#.......................] jagdb.xaa700m_row	2.10GB/44.3GB (4.7%)
2018-01-06T17:00:50.044-0800	[#.......................] jagdb.xaa700m_row	2.11GB/44.3GB (4.8%)
2018-01-06T17:00:53.044-0800	[#.......................] jagdb.xaa700m_row	2.12GB/44.3GB (4.8%)
2018-01-06T17:00:56.044-0800	[#.......................] jagdb.xaa700m_row	2.12GB/44.3GB (4.8%)
2018-01-06T17:00:59.044-0800	[#.......................] jagdb.xaa700m_row	2.12GB/44.3GB (4.8%)
2018-01-06T17:01:02.044-0800	[#.......................] jagdb.xaa700m_row	2.13GB/44.3GB (4.8%)
2018-01-06T17:01:05.044-0800	[#.......................] jagdb.xaa700m_row	2.13GB/44.3GB (4.8%)
2018-01-06T17:01:08.045-0800	[#.......................] jagdb.xaa700m_row	2.14GB/44.3GB (4.8%)
2018-01-06T17:01:11.044-0800	[#.......................] jagdb.xaa700m_row	2.15GB/44.3GB (4.8%)
2018-01-06T17:01:14.044-0800	[#.......................] jagdb.xaa700m_row	2.15GB/44.3GB (4.9%)
2018-01-06T17:01:17.044-0800	[#.......................] jagdb.xaa700m_row	2.16GB/44.3GB (4.9%)
2018-01-06T17:01:20.044-0800	[#.......................] jagdb.xaa700m_row	2.17GB/44.3GB (4.9%)
2018-01-06T17:01:23.044-0800	[#.......................] jagdb.xaa700m_row	2.17GB/44.3GB (4.9%)
2018-01-06T17:01:26.044-0800	[#.......................] jagdb.xaa700m_row	2.18GB/44.3GB (4.9%)
2018-01-06T17:01:29.044-0800	[#.......................] jagdb.xaa700m_row	2.18GB/44.3GB (4.9%)
2018-01-06T17:01:32.044-0800	[#.......................] jagdb.xaa700m_row	2.19GB/44.3GB (4.9%)
2018-01-06T17:01:35.044-0800	[#.......................] jagdb.xaa700m_row	2.20GB/44.3GB (5.0%)
2018-01-06T17:01:38.044-0800	[#.......................] jagdb.xaa700m_row	2.20GB/44.3GB (5.0%)
2018-01-06T17:01:41.044-0800	[#.......................] jagdb.xaa700m_row	2.21GB/44.3GB (5.0%)
2018-01-06T17:01:44.044-0800	[#.......................] jagdb.xaa700m_row	2.22GB/44.3GB (5.0%)
2018-01-06T17:01:47.044-0800	[#.......................] jagdb.xaa700m_row	2.22GB/44.3GB (5.0%)
2018-01-06T17:01:50.044-0800	[#.......................] jagdb.xaa700m_row	2.23GB/44.3GB (5.0%)
2018-01-06T17:01:53.044-0800	[#.......................] jagdb.xaa700m_row	2.23GB/44.3GB (5.0%)
2018-01-06T17:01:56.044-0800	[#.......................] jagdb.xaa700m_row	2.24GB/44.3GB (5.1%)
2018-01-06T17:01:59.044-0800	[#.......................] jagdb.xaa700m_row	2.25GB/44.3GB (5.1%)
2018-01-06T17:02:02.044-0800	[#.......................] jagdb.xaa700m_row	2.25GB/44.3GB (5.1%)
2018-01-06T17:02:05.044-0800	[#.......................] jagdb.xaa700m_row	2.25GB/44.3GB (5.1%)
2018-01-06T17:02:08.044-0800	[#.......................] jagdb.xaa700m_row	2.26GB/44.3GB (5.1%)
2018-01-06T17:02:11.044-0800	[#.......................] jagdb.xaa700m_row	2.26GB/44.3GB (5.1%)
2018-01-06T17:02:14.044-0800	[#.......................] jagdb.xaa700m_row	2.27GB/44.3GB (5.1%)
2018-01-06T17:02:17.044-0800	[#.......................] jagdb.xaa700m_row	2.28GB/44.3GB (5.1%)
2018-01-06T17:02:20.044-0800	[#.......................] jagdb.xaa700m_row	2.28GB/44.3GB (5.1%)
2018-01-06T17:02:23.044-0800	[#.......................] jagdb.xaa700m_row	2.29GB/44.3GB (5.2%)
2018-01-06T17:02:26.044-0800	[#.......................] jagdb.xaa700m_row	2.30GB/44.3GB (5.2%)
2018-01-06T17:02:29.044-0800	[#.......................] jagdb.xaa700m_row	2.30GB/44.3GB (5.2%)
2018-01-06T17:02:32.044-0800	[#.......................] jagdb.xaa700m_row	2.31GB/44.3GB (5.2%)
2018-01-06T17:02:35.044-0800	[#.......................] jagdb.xaa700m_row	2.31GB/44.3GB (5.2%)
2018-01-06T17:02:38.044-0800	[#.......................] jagdb.xaa700m_row	2.32GB/44.3GB (5.2%)
2018-01-06T17:02:41.044-0800	[#.......................] jagdb.xaa700m_row	2.33GB/44.3GB (5.2%)
2018-01-06T17:02:44.044-0800	[#.......................] jagdb.xaa700m_row	2.33GB/44.3GB (5.3%)
2018-01-06T17:02:47.044-0800	[#.......................] jagdb.xaa700m_row	2.34GB/44.3GB (5.3%)
2018-01-06T17:02:50.044-0800	[#.......................] jagdb.xaa700m_row	2.34GB/44.3GB (5.3%)
2018-01-06T17:02:53.044-0800	[#.......................] jagdb.xaa700m_row	2.35GB/44.3GB (5.3%)
2018-01-06T17:02:56.044-0800	[#.......................] jagdb.xaa700m_row	2.36GB/44.3GB (5.3%)
2018-01-06T17:02:59.044-0800	[#.......................] jagdb.xaa700m_row	2.36GB/44.3GB (5.3%)
2018-01-06T17:03:02.044-0800	[#.......................] jagdb.xaa700m_row	2.37GB/44.3GB (5.3%)
2018-01-06T17:03:05.044-0800	[#.......................] jagdb.xaa700m_row	2.38GB/44.3GB (5.4%)
2018-01-06T17:03:08.044-0800	[#.......................] jagdb.xaa700m_row	2.38GB/44.3GB (5.4%)
2018-01-06T17:03:11.044-0800	[#.......................] jagdb.xaa700m_row	2.38GB/44.3GB (5.4%)
2018-01-06T17:03:14.045-0800	[#.......................] jagdb.xaa700m_row	2.39GB/44.3GB (5.4%)
2018-01-06T17:03:17.044-0800	[#.......................] jagdb.xaa700m_row	2.40GB/44.3GB (5.4%)
2018-01-06T17:03:20.044-0800	[#.......................] jagdb.xaa700m_row	2.40GB/44.3GB (5.4%)
2018-01-06T17:03:23.044-0800	[#.......................] jagdb.xaa700m_row	2.41GB/44.3GB (5.4%)
2018-01-06T17:03:26.044-0800	[#.......................] jagdb.xaa700m_row	2.41GB/44.3GB (5.4%)
2018-01-06T17:03:29.044-0800	[#.......................] jagdb.xaa700m_row	2.42GB/44.3GB (5.5%)
2018-01-06T17:03:32.044-0800	[#.......................] jagdb.xaa700m_row	2.43GB/44.3GB (5.5%)
2018-01-06T17:03:35.044-0800	[#.......................] jagdb.xaa700m_row	2.43GB/44.3GB (5.5%)
2018-01-06T17:03:38.044-0800	[#.......................] jagdb.xaa700m_row	2.44GB/44.3GB (5.5%)
2018-01-06T17:03:41.044-0800	[#.......................] jagdb.xaa700m_row	2.45GB/44.3GB (5.5%)
2018-01-06T17:03:44.044-0800	[#.......................] jagdb.xaa700m_row	2.45GB/44.3GB (5.5%)
2018-01-06T17:03:47.044-0800	[#.......................] jagdb.xaa700m_row	2.46GB/44.3GB (5.5%)
2018-01-06T17:03:50.044-0800	[#.......................] jagdb.xaa700m_row	2.46GB/44.3GB (5.6%)
2018-01-06T17:03:53.044-0800	[#.......................] jagdb.xaa700m_row	2.47GB/44.3GB (5.6%)
2018-01-06T17:03:56.044-0800	[#.......................] jagdb.xaa700m_row	2.48GB/44.3GB (5.6%)
2018-01-06T17:03:59.044-0800	[#.......................] jagdb.xaa700m_row	2.48GB/44.3GB (5.6%)
2018-01-06T17:04:02.044-0800	[#.......................] jagdb.xaa700m_row	2.49GB/44.3GB (5.6%)
2018-01-06T17:04:05.044-0800	[#.......................] jagdb.xaa700m_row	2.50GB/44.3GB (5.6%)
2018-01-06T17:04:08.044-0800	[#.......................] jagdb.xaa700m_row	2.50GB/44.3GB (5.6%)
2018-01-06T17:04:11.044-0800	[#.......................] jagdb.xaa700m_row	2.51GB/44.3GB (5.7%)
2018-01-06T17:04:14.044-0800	[#.......................] jagdb.xaa700m_row	2.51GB/44.3GB (5.7%)
2018-01-06T17:04:17.044-0800	[#.......................] jagdb.xaa700m_row	2.52GB/44.3GB (5.7%)
2018-01-06T17:04:20.044-0800	[#.......................] jagdb.xaa700m_row	2.52GB/44.3GB (5.7%)
2018-01-06T17:04:23.044-0800	[#.......................] jagdb.xaa700m_row	2.53GB/44.3GB (5.7%)
2018-01-06T17:04:26.044-0800	[#.......................] jagdb.xaa700m_row	2.53GB/44.3GB (5.7%)
2018-01-06T17:04:29.044-0800	[#.......................] jagdb.xaa700m_row	2.54GB/44.3GB (5.7%)
2018-01-06T17:04:32.044-0800	[#.......................] jagdb.xaa700m_row	2.55GB/44.3GB (5.7%)
2018-01-06T17:04:35.044-0800	[#.......................] jagdb.xaa700m_row	2.55GB/44.3GB (5.8%)
2018-01-06T17:04:38.044-0800	[#.......................] jagdb.xaa700m_row	2.56GB/44.3GB (5.8%)
2018-01-06T17:04:41.044-0800	[#.......................] jagdb.xaa700m_row	2.57GB/44.3GB (5.8%)
2018-01-06T17:04:44.044-0800	[#.......................] jagdb.xaa700m_row	2.57GB/44.3GB (5.8%)
2018-01-06T17:04:47.044-0800	[#.......................] jagdb.xaa700m_row	2.58GB/44.3GB (5.8%)
2018-01-06T17:04:50.044-0800	[#.......................] jagdb.xaa700m_row	2.58GB/44.3GB (5.8%)
2018-01-06T17:04:53.044-0800	[#.......................] jagdb.xaa700m_row	2.59GB/44.3GB (5.8%)
2018-01-06T17:04:56.044-0800	[#.......................] jagdb.xaa700m_row	2.60GB/44.3GB (5.9%)
2018-01-06T17:04:59.044-0800	[#.......................] jagdb.xaa700m_row	2.60GB/44.3GB (5.9%)
2018-01-06T17:05:02.044-0800	[#.......................] jagdb.xaa700m_row	2.61GB/44.3GB (5.9%)
2018-01-06T17:05:05.044-0800	[#.......................] jagdb.xaa700m_row	2.62GB/44.3GB (5.9%)
2018-01-06T17:05:08.044-0800	[#.......................] jagdb.xaa700m_row	2.62GB/44.3GB (5.9%)
2018-01-06T17:05:11.044-0800	[#.......................] jagdb.xaa700m_row	2.63GB/44.3GB (5.9%)
2018-01-06T17:05:14.044-0800	[#.......................] jagdb.xaa700m_row	2.63GB/44.3GB (5.9%)
2018-01-06T17:05:17.044-0800	[#.......................] jagdb.xaa700m_row	2.64GB/44.3GB (6.0%)
2018-01-06T17:05:20.044-0800	[#.......................] jagdb.xaa700m_row	2.64GB/44.3GB (6.0%)
2018-01-06T17:05:23.044-0800	[#.......................] jagdb.xaa700m_row	2.65GB/44.3GB (6.0%)
2018-01-06T17:05:26.044-0800	[#.......................] jagdb.xaa700m_row	2.65GB/44.3GB (6.0%)
2018-01-06T17:05:29.044-0800	[#.......................] jagdb.xaa700m_row	2.66GB/44.3GB (6.0%)
2018-01-06T17:05:32.044-0800	[#.......................] jagdb.xaa700m_row	2.67GB/44.3GB (6.0%)
2018-01-06T17:05:35.044-0800	[#.......................] jagdb.xaa700m_row	2.67GB/44.3GB (6.0%)
2018-01-06T17:05:38.044-0800	[#.......................] jagdb.xaa700m_row	2.68GB/44.3GB (6.0%)
2018-01-06T17:05:41.044-0800	[#.......................] jagdb.xaa700m_row	2.68GB/44.3GB (6.1%)
2018-01-06T17:05:44.044-0800	[#.......................] jagdb.xaa700m_row	2.69GB/44.3GB (6.1%)
2018-01-06T17:05:47.044-0800	[#.......................] jagdb.xaa700m_row	2.70GB/44.3GB (6.1%)
2018-01-06T17:05:50.044-0800	[#.......................] jagdb.xaa700m_row	2.70GB/44.3GB (6.1%)
2018-01-06T17:05:53.044-0800	[#.......................] jagdb.xaa700m_row	2.71GB/44.3GB (6.1%)
2018-01-06T17:05:56.044-0800	[#.......................] jagdb.xaa700m_row	2.72GB/44.3GB (6.1%)
2018-01-06T17:05:59.044-0800	[#.......................] jagdb.xaa700m_row	2.72GB/44.3GB (6.1%)
2018-01-06T17:06:02.044-0800	[#.......................] jagdb.xaa700m_row	2.73GB/44.3GB (6.2%)
2018-01-06T17:06:05.044-0800	[#.......................] jagdb.xaa700m_row	2.73GB/44.3GB (6.2%)
2018-01-06T17:06:08.044-0800	[#.......................] jagdb.xaa700m_row	2.74GB/44.3GB (6.2%)
2018-01-06T17:06:11.045-0800	[#.......................] jagdb.xaa700m_row	2.75GB/44.3GB (6.2%)
2018-01-06T17:06:14.044-0800	[#.......................] jagdb.xaa700m_row	2.75GB/44.3GB (6.2%)
2018-01-06T17:06:17.044-0800	[#.......................] jagdb.xaa700m_row	2.76GB/44.3GB (6.2%)
2018-01-06T17:06:20.044-0800	[#.......................] jagdb.xaa700m_row	2.77GB/44.3GB (6.2%)
2018-01-06T17:06:23.044-0800	[#.......................] jagdb.xaa700m_row	2.77GB/44.3GB (6.3%)
2018-01-06T17:06:26.044-0800	[#.......................] jagdb.xaa700m_row	2.77GB/44.3GB (6.3%)
2018-01-06T17:06:29.044-0800	[#.......................] jagdb.xaa700m_row	2.78GB/44.3GB (6.3%)
2018-01-06T17:06:32.044-0800	[#.......................] jagdb.xaa700m_row	2.79GB/44.3GB (6.3%)
2018-01-06T17:06:35.044-0800	[#.......................] jagdb.xaa700m_row	2.79GB/44.3GB (6.3%)
2018-01-06T17:06:38.044-0800	[#.......................] jagdb.xaa700m_row	2.80GB/44.3GB (6.3%)
2018-01-06T17:06:41.044-0800	[#.......................] jagdb.xaa700m_row	2.80GB/44.3GB (6.3%)
2018-01-06T17:06:44.044-0800	[#.......................] jagdb.xaa700m_row	2.81GB/44.3GB (6.3%)
2018-01-06T17:06:47.044-0800	[#.......................] jagdb.xaa700m_row	2.82GB/44.3GB (6.4%)
2018-01-06T17:06:50.044-0800	[#.......................] jagdb.xaa700m_row	2.82GB/44.3GB (6.4%)
2018-01-06T17:06:53.044-0800	[#.......................] jagdb.xaa700m_row	2.83GB/44.3GB (6.4%)
